dealer_number,part_number,first_sale_date,first_sale_date_amount,second_sale_date,second_sale_date_amount,third_sale_date,third_sale_date_amount,fourth_sale_date,fourth_sale_date_amount,fifth_sale_date,fifth_sale_date_amount
111111,88962314,12/29/11,1,9/27/11,1,9/21/11,1,1/13/11,1,9/11/10,1
111111,88962315,9/11/14,1,5/8/14,1,6/18/13,1,5/9/13,1,1/4/13,1
111111,88963505,7/28/08,1,3/3/08,1,1/4/08,1,8/3/07,1,8/1/06,1
111111,88963508,1/25/08,1,4/1/06,1,3/1/06,1,,0,,0
111111,88963644,8/3/07,1,5/1/07,1,4/9/07,1,5/1/06,1,,0
111111,88963646,8/7/08,1,7/26/07,1,11/1/05,1,,0,,0
111111,88964096,6/5/13,2,4/27/13,2,3/6/12,2,10/21/11,1,10/20/11,1
111111,88964168,9/15/16,2,8/12/16,1,6/24/16,2,5/17/16,1,10/8/15,2
111111,88964336,7/12/08,2,9/11/07,2,8/24/07,2,3/22/07,2,10/13/06,2
111111,88964862,9/1/16,1,6/18/15,1,7/10/13,1,7/15/09,1,4/20/09,1
111111,88965342,7/7/16,1,12/16/15,1,11/10/15,1,1/26/15,1,5/29/14,1
111111,88965373,8/7/07,1,6/1/06,1,,0,,0,,0
111111,88965543,1/27/12,1,6/1/10,1,2/25/10,1,4/16/09,1,11/24/08,1
111111,88965573,12/14/07,1,8/1/06,1,3/1/06,1,1/1/06,1,,0
111111,88965789,7/26/10,1,6/24/10,1,12/12/08,1,8/20/08,1,7/17/07,1
111111,88966958,8/29/07,1,8/1/06,1,,0,,0,,0
111111,88966959,2/28/07,1,11/7/06,1,3/1/06,1,,0,,0
111111,88966962,7/10/13,1,7/1/13,1,2/18/11,1,2/14/11,1,2/2/11,1
111111,88966963,6/18/15,1,7/24/14,1,3/4/08,1,7/23/07,1,7/6/07,1
111111,88967257,4/18/15,1,10/20/09,1,7/11/08,1,6/25/08,1,6/18/08,1
111111,88967258,4/29/10,1,10/8/09,1,7/20/09,1,11/6/08,1,10/23/08,1
111111,88967294,11/30/15,1,5/2/14,1,9/5/13,1,7/18/13,1,3/4/13,1
111111,88967405,7/18/07,1,8/1/06,1,,0,,0,,0
111111,88967926,12/12/11,1,4/7/10,1,1/23/09,1,9/24/07,1,6/27/07,1
111111,88968934,8/1/11,1,6/16/10,1,5/21/09,1,9/26/08,1,9/22/08,1
111111,88969107,2/12/16,1,4/11/15,1,6/10/14,1,11/6/10,1,10/1/10,1
111111,88969657,,,,,,,,,,
111111,88969934,5/25/16,1,9/21/15,1,6/25/13,1,5/1/12,1,3/7/12,1
111111,88969941,5/4/13,1,3/27/10,1,,,,,,
111111,88970988,,,,,,,,,,
111111,88971570,7/22/10,1,,,,,,,,
111111,88972631,8/22/15,1,8/8/14,1,6/6/12,1,3/3/11,1,1/31/11,1
111111,88973637,,,,,,,,,,
111111,88974658,,,,,,,,,,
111111,6264100,12/21/10,4,2/10/10,4,2/5/10,2,11/20/09,2,9/23/09,4
111111,6419892,4/14/16,1,1/14/08,1,8/9/07,1,12/27/06,1,7/1/06,1
111111,6484235,7/8/15,1,10/7/14,1,9/30/14,1,9/15/14,1,1/30/14,1
111111,6487532,1/3/14,1,5/24/13,1,2/9/13,1,11/8/12,1,5/18/12,1
111111,6487779,4/14/16,1,7/21/15,1,10/7/14,1,5/15/13,1,7/18/12,1
111111,6570537,6/25/08,1,5/22/08,1,11/29/07,1,9/4/07,1,5/16/07,1
111111,7470014,1/15/14,1,12/11/12,1,7/20/12,1,7/17/12,1,6/14/10,1
111111,7805700,1/29/08,1,11/1/05,1,,0,,0,,0
111111,7812853,11/3/16,1,7/7/16,1,3/17/14,1,10/4/13,1,5/11/11,2
111111,7817486,1/24/08,1,6/1/06,1,,0,,0,,0
111111,7827038,5/16/16,4,2/25/16,1,1/23/12,2,3/3/10,2,3/1/10,1
111111,7830380,8/8/14,1,8/2/12,1,2/1/10,1,1/28/10,1,12/21/09,1
111111,7837378,8/4/16,2,8/1/16,1,1/13/14,2,1/28/08,2,11/1/05,1
111111,7840574,8/25/16,1,8/17/16,1,4/21/16,1,11/28/14,1,8/7/14,1
111111,7844651,8/1/14,1,5/9/14,1,7/29/13,1,7/24/13,1,2/15/12,1
111111,7846740,7/14/16,4,11/18/11,2,8/4/09,2,12/28/07,2,4/30/07,2
111111,8630049,12/9/09,1,8/27/08,1,11/30/07,1,5/22/07,1,12/11/06,1
111111,8644902,12/13/10,1,10/2/07,1,11/1/05,1,,0,,0
111111,8654491,9/24/14,1,9/15/10,1,9/8/10,1,2/25/10,1,2/18/10,1
111111,8654799,8/15/16,1,5/16/16,1,7/16/15,1,2/24/15,1,1/28/15,1
111111,8657163,8/25/15,1,7/7/15,1,11/2/12,1,11/21/11,1,1/23/09,1
111111,8657926,6/29/12,1,2/17/09,1,6/9/08,1,5/24/08,1,9/15/07,1
111111,8673526,6/19/14,1,3/31/11,1,11/16/07,1,11/8/07,1,8/17/07,1
111111,8677743,9/14/16,1,7/7/16,1,1/29/16,1,11/16/15,1,5/11/15,1
111111,8678168,6/12/07,1,8/1/06,2,,0,,0,,0
111111,8678169,8/8/12,1,4/1/09,1,5/27/08,1,5/8/07,1,2/28/07,1
111111,8684221,9/2/10,1,9/19/07,1,8/14/07,1,8/1/06,1,,0
111111,8685184,9/8/14,1,7/3/14,1,6/13/13,1,9/5/12,1,8/10/12,1
111111,8689901,8/8/12,1,5/28/08,1,5/8/07,1,9/1/06,1,7/1/06,1
111111,8993146,4/1/08,1,1/30/08,1,10/5/07,1,7/1/06,1,,0
111111,8995284,12/27/10,1,7/17/09,1,3/22/08,1,11/5/07,1,12/28/06,1
111111,9152245,7/22/16,1,2/18/16,1,7/6/15,1,3/12/14,1,3/21/13,1
111111,9352034,,,,,,,,,,
111111,9354237,6/18/13,1,2/7/11,1,5/25/10,1,12/12/09,1,1/19/09,1
111111,9360784,7/5/16,1,11/7/15,1,6/12/15,1,3/24/14,1,7/5/13,1
111111,9363337,10/20/15,1,5/22/13,1,7/30/12,1,10/30/09,1,10/24/09,1
111111,9378805,6/23/11,1,9/13/10,1,4/16/09,1,10/30/08,1,9/14/07,1
111111,9378815,12/8/15,1,8/20/15,1,5/29/13,1,7/12/12,1,12/12/11,1
111111,9380265,4/3/14,1,2/19/14,1,3/25/11,1,9/8/10,1,12/21/09,1
111111,9392421,3/1/07,1,2/1/06,1,,0,,0,,0
111111,9417784,8/24/11,1,6/9/08,1,8/6/07,1,5/16/07,1,1/15/07,1
111111,9417866,3/22/16,1,5/6/15,1,9/29/14,1,6/28/13,2,5/18/13,1
111111,9418390,2/5/08,2,11/12/07,2,8/14/07,1,8/13/07,1,7/24/07,2
111111,9420095,11/25/11,1,11/24/11,1,8/4/11,2,9/3/10,2,4/21/09,2
111111,9421330,6/17/14,1,6/14/14,1,6/13/14,1,6/12/14,3,6/11/14,2
111111,9425542,9/16/16,1,9/15/16,2,7/15/16,2,7/14/16,2,6/20/16,2
111111,9428902,10/12/16,1,4/16/16,1,11/9/15,1,6/30/15,1,6/8/15,1
111111,9428904,7/23/07,1,7/1/06,2,1/1/06,2,11/1/05,1,,0
111111,9431808,7/13/16,1,11/5/15,2,11/27/13,1,11/25/13,1,6/26/13,1
111111,9436750,8/15/13,2,7/24/13,2,12/6/12,1,6/21/12,1,1/6/12,1
111111,9436789,3/25/10,2,8/29/09,1,3/5/08,2,8/30/07,2,7/10/07,1
111111,9437173,9/27/16,2,9/19/16,1,6/16/16,1,12/5/15,1,11/25/15,3
111111,9438068,8/20/15,1,3/27/15,1,2/27/15,1,12/31/14,1,12/11/14,2
111111,9438848,10/26/16,2,3/21/16,1,9/27/13,1,12/20/12,1,1/4/12,1
111111,9441731,9/29/11,1,2/1/11,1,11/3/10,1,7/13/10,1,6/7/10,1
111111,9441732,9/16/16,1,4/14/16,1,11/14/15,1,8/12/15,1,1/15/15,1
111111,9441837,8/6/12,1,5/19/11,1,4/20/11,1,3/25/11,1,12/27/10,1
111111,9441838,9/15/09,1,5/16/07,1,6/1/06,2,12/1/05,2,,0
111111,9441839,9/12/16,2,8/27/16,1,8/19/16,1,8/17/16,1,7/12/16,1
111111,9441840,12/7/07,1,3/1/06,1,2/1/06,1,,0,,0
111111,9442003,10/19/16,1,10/29/15,1,3/3/14,1,7/18/13,1,5/29/13,1
111111,9442012,9/26/14,4,7/8/14,12,6/26/14,4,6/8/13,3,6/15/12,1
111111,9442284,1/8/07,4,10/19/06,1,10/13/06,1,7/1/06,3,,0
111111,9442872,1/12/12,1,6/12/07,1,2/1/06,1,1/1/06,1,,0
111111,9442881,4/8/09,1,4/6/09,1,3/23/09,1,10/30/08,1,6/10/08,1
111111,9442946,3/21/16,16,8/14/12,4,8/13/12,10,8/31/11,8,6/10/10,6
111111,9592342,,,,,,,,,,
111111,9593100,10/17/07,2,3/1/06,1,,0,,0,,0
111111,12497724,11/6/07,1,4/13/07,1,1/1/06,1,,0,,0
111111,12497968,9/20/11,1,1/7/08,1,3/7/07,1,2/27/07,1,11/20/06,1
111111,12497971,9/19/16,1,1/30/15,1,1/2/13,1,5/19/09,1,1/17/08,1
111111,12497988,11/20/07,1,10/22/07,1,5/9/07,1,9/1/06,1,,0
111111,12498060,5/7/13,1,3/11/11,1,2/8/11,1,12/30/10,1,12/23/09,1
111111,12498301,11/4/09,1,6/2/08,1,11/21/07,1,10/29/07,1,7/20/07,1
111111,12498327,9/3/08,1,7/26/08,1,3/13/07,1,3/5/07,1,3/1/07,1
111111,12498334,11/12/14,1,7/18/12,1,5/17/12,1,5/3/12,1,1/17/11,1
111111,12498342,12/3/14,1,4/16/14,1,5/7/13,1,3/11/11,1,2/8/11,1
111111,12498497,10/28/13,1,1/30/12,1,8/3/10,1,1/22/09,1,11/6/07,1
111111,12498563,3/30/07,1,12/5/06,1,6/1/06,1,,0,,0
111111,12498564,7/25/07,1,6/14/07,1,2/3/07,1,6/1/06,1,5/1/06,1
111111,12498565,6/14/07,1,2/3/07,1,6/1/06,1,5/1/06,1,,0
111111,12498569,3/30/07,1,6/1/06,1,,0,,0,,0
111111,12498594,11/28/07,1,2/14/07,1,2/1/06,1,,0,,0
111111,12498595,,,,,,,,,,
111111,12498624,6/28/13,1,8/14/12,1,12/21/11,1,12/13/10,1,9/17/10,1
111111,12498862,7/10/08,1,12/24/07,1,3/1/06,1,11/1/05,1,,0
111111,12499131,3/20/12,1,6/10/11,1,5/17/07,1,4/1/06,1,,0
111111,12499267,12/6/06,1,8/1/06,1,6/1/06,1,,0,,0
111111,12499393,6/30/15,1,5/14/13,1,9/28/09,1,9/7/07,1,8/29/07,1
111111,12499528,6/19/09,1,12/4/07,1,10/17/06,1,2/1/06,1,11/1/05,1
111111,12499588,2/7/08,1,6/1/06,1,4/1/06,1,,0,,0
111111,12499639,1/27/16,1,11/7/14,1,12/13/13,1,10/3/12,1,6/6/12,1
111111,12499660,5/2/07,1,5/1/06,1,,0,,0,,0
111111,12499706,5/1/07,1,4/19/07,1,5/1/06,1,4/1/06,2,,0
111111,12499846,2/8/16,1,12/23/09,1,3/27/09,1,2/12/09,1,12/28/07,1
111111,12506490,6/1/15,3,12/31/12,2,8/4/12,1,8/24/11,1,1/28/11,1
111111,12511962,9/16/11,1,10/14/10,1,4/15/10,1,11/19/08,1,11/20/07,1
111111,18060090,8/31/09,2,1/15/08,2,11/13/07,2,4/1/06,2,1/1/06,1
111111,18060092,6/8/07,2,6/1/06,2,,0,,0,,0
111111,18060167,7/18/07,2,5/9/07,2,4/5/07,2,2/1/06,2,11/1/05,2
111111,18060172,7/18/07,1,7/3/07,1,3/30/07,2,9/1/06,2,6/1/06,3
111111,18060214,1/14/09,2,7/2/08,1,7/1/08,1,8/24/07,2,4/12/07,2
111111,18060233,4/28/12,2,9/27/07,2,8/16/07,2,7/9/07,2,5/16/07,2
111111,18060575,12/20/06,1,4/1/06,1,,0,,0,,0
111111,18060640,6/12/07,2,2/8/07,2,8/1/06,2,7/1/06,2,,0
111111,19005031,9/13/08,1,3/31/08,1,8/21/07,2,8/14/07,1,6/1/06,1
111111,19107954,1/29/08,4,11/1/05,1,,0,,0,,0
111111,19110932,3/14/11,1,3/4/11,1,7/31/09,1,1/27/09,1,11/8/07,1
111111,19110934,4/16/12,1,3/14/11,1,3/4/11,1,7/31/09,1,4/6/09,1
111111,19111170,1/8/08,2,2/1/06,2,,0,,0,,0
111111,19111426,5/17/10,1,8/21/07,1,7/9/07,1,5/31/07,2,5/24/07,1
111111,22143946,10/9/07,1,2/1/06,2,,0,,0,,0
111111,22143947,8/6/07,1,2/26/07,1,10/17/06,1,2/1/06,1,,0
111111,22179331,11/23/07,2,10/16/07,1,7/24/07,2,7/16/07,2,6/1/06,1
111111,22200754,11/3/09,2,8/12/08,1,8/8/08,2,10/23/07,2,10/13/06,1
111111,22510042,6/9/08,1,8/6/07,1,5/16/07,1,9/1/06,3,,0
111111,22510732,4/1/10,1,4/14/09,1,2/29/08,1,12/6/07,1,10/16/06,1
111111,22510733,1/22/14,1,2/25/13,1,3/17/08,1,2/1/06,1,,0
111111,22514722,8/24/16,1,6/20/16,2,10/21/15,1,1/16/15,1,7/30/14,1
111111,22515965,7/12/10,1,12/10/07,1,8/23/07,1,5/1/06,1,,0
111111,22516256,12/23/11,2,12/8/11,1,11/29/11,1,11/12/11,1,11/4/11,1
111111,22542646,11/9/07,1,3/1/06,1,,0,,0,,0
111111,22565474,7/7/08,1,9/20/07,1,1/4/07,1,7/1/06,1,,0
111111,22575682,9/21/07,1,5/1/06,1,,0,,0,,0
111111,22591476,11/16/11,1,6/15/09,1,4/27/09,1,4/10/09,1,1/19/09,1
111111,22594634,11/9/07,1,9/1/06,1,5/1/06,1,,0,,0
111111,22604161,8/1/07,1,1/3/07,2,8/1/06,2,,0,,0
111111,22605364,3/14/07,1,1/1/06,1,,0,,0,,0
111111,22605365,8/11/10,1,3/14/07,1,11/7/06,1,1/1/06,1,,0
111111,22610204,9/14/09,1,1/26/07,1,4/1/06,1,,0,,0
111111,22611205,9/8/09,1,12/20/06,1,9/1/06,1,,0,,0
111111,22613596,8/21/10,1,7/2/10,1,,,,,,
111111,22613597,12/14/11,1,3/3/10,1,11/13/09,1,,,,
111111,22614199,,,,,,,,,,
111111,22618669,,,,,,,,,,
111111,22618781,9/8/09,1,11/14/08,1,10/23/08,1,12/20/06,1,3/1/06,1
111111,22619076,7/20/12,1,11/15/10,1,,,,,,
111111,22619252,,,,,,,,,,
111111,22619954,1/28/10,1,5/7/08,1,12/5/06,1,3/1/06,1,2/1/06,1
111111,22622414,5/4/07,1,7/1/06,1,1/1/06,1,12/1/05,1,,0
111111,22623610,7/2/09,1,12/6/06,1,8/1/06,1,,0,,0
111111,89045128,6/28/16,1,1/3/08,1,7/1/06,1,,0,,0
111111,89045129,7/8/16,1,7/8/08,1,12/20/07,1,9/15/07,1,11/1/05,1
111111,89045648,9/18/10,2,7/28/10,2,5/25/10,1,4/1/10,2,1/19/10,2
111111,89046916,12/17/15,1,4/5/13,1,4/13/12,1,9/28/10,1,4/28/10,1
111111,89046917,12/17/15,1,8/1/14,1,7/16/14,1,4/13/12,1,9/28/10,1
111111,89047312,2/2/11,1,11/27/09,1,5/29/09,1,5/21/09,1,5/3/08,1
111111,89047684,10/14/15,1,12/16/14,1,11/21/14,1,7/22/13,1,1/10/12,1
111111,89047697,10/19/10,1,1/22/10,1,9/25/09,2,7/7/09,1,1/20/09,1
111111,89047756,6/2/09,1,12/13/07,2,8/1/07,2,11/1/05,1,,0
111111,89047824,7/15/10,1,8/29/09,1,10/11/07,1,7/26/07,1,7/5/07,1
111111,89049276,4/16/08,1,9/1/06,1,,0,,0,,0
111111,89049278,7/6/07,4,9/1/06,2,,0,,0,,0
111111,89051973,9/5/09,1,1/22/08,1,6/12/07,1,8/1/06,1,,0
111111,89056374,5/5/09,1,1/15/07,1,8/1/06,1,,0,,0
111111,89058876,6/28/16,1,4/21/16,1,1/28/16,1,12/9/14,1,6/18/14,1
111111,89059146,9/6/07,1,7/1/06,1,,0,,0,,0
111111,89059276,5/5/14,1,12/11/12,1,11/11/08,1,2/13/08,1,12/11/07,1
111111,89059278,7/17/13,1,8/10/10,1,6/19/08,1,2/14/08,1,6/22/07,1
111111,89059886,3/28/12,1,3/26/07,1,1/1/06,1,12/1/05,1,,0
111111,89059893,4/11/08,1,8/1/06,1,,0,,0,,0
111111,89060197,2/8/16,1,10/5/10,1,2/14/07,1,3/1/06,1,2/1/06,1
111111,89060309,4/14/11,1,,,,,,,,
111111,89060413,9/21/16,1,9/15/16,1,9/1/16,1,8/8/16,1,6/21/16,1
111111,89060639,2/22/16,1,7/20/10,1,7/23/09,1,10/1/07,1,12/1/05,1
111111,89060641,10/4/07,1,1/5/07,1,11/1/05,1,,0,,0
111111,88978360,3/13/14,1,12/1/06,1,12/1/05,1,,0,,0
111111,88979825,5/10/12,1,2/10/10,1,2/1/10,1,7/22/09,1,4/27/09,1
111111,88979828,10/31/14,1,1/29/14,1,11/21/13,1,4/10/09,1,12/16/08,1
111111,88980447,3/10/08,1,11/27/06,1,5/1/06,1,,0,,0
111111,88980509,10/14/16,1,10/7/16,1,9/13/16,1,8/25/16,1,3/22/16,1
111111,88980510,10/14/16,1,10/7/16,1,9/13/16,1,8/25/16,1,3/22/16,1
111111,88980581,2/21/12,1,3/28/11,1,6/24/10,1,5/12/10,1,5/20/09,1
111111,88980721,3/1/16,1,9/7/10,1,4/7/10,1,2/4/09,1,12/1/06,1
111111,88980807,12/27/06,1,11/1/05,1,,0,,0,,0
111111,88981018,4/3/08,1,3/31/08,1,3/27/08,1,2/22/08,1,2/2/08,1
111111,88981019,3/19/08,2,3/1/08,1,2/4/08,1,1/8/08,1,1/3/08,1
111111,88982093,3/19/08,1,3/1/06,1,,0,,0,,0
111111,88982286,9/6/07,1,5/1/06,1,3/1/06,1,12/1/05,1,,0
111111,88982288,2/6/07,1,3/1/06,1,,0,,0,,0
111111,88982299,12/5/11,1,7/5/07,1,6/1/06,1,,0,,0
111111,88982342,4/2/14,1,8/22/13,1,10/10/11,1,9/29/11,1,12/5/08,1
111111,88982343,4/2/14,1,10/10/11,1,9/29/11,1,12/5/08,1,3/17/08,1
111111,88982875,9/18/07,2,9/14/07,2,9/5/07,2,7/9/07,2,5/9/07,2
111111,88982880,10/23/09,1,10/3/07,1,7/1/06,1,6/1/06,1,,0
111111,88983068,9/27/16,1,4/4/14,1,3/30/13,3,12/19/12,1,7/23/12,1
111111,88984194,5/19/09,1,7/5/07,1,4/1/06,1,1/1/06,1,,0
111111,88984215,8/22/09,10,8/21/09,9,8/20/09,4,8/19/09,3,8/18/09,4
111111,88984260,2/26/08,1,7/1/06,1,6/1/06,1,11/1/05,1,,0
111111,9594437,2/17/11,1,2/12/11,1,4/27/10,2,12/1/09,1,5/29/09,7
111111,9595096,11/28/08,1,4/4/08,1,4/2/08,1,3/1/06,1,,0
111111,9595118,7/25/14,6,7/5/12,3,3/8/11,5,1/22/10,4,11/16/09,1
111111,9595120,4/13/11,1,9/17/10,1,9/19/09,1,5/4/09,3,2/27/09,2
111111,9595178,9/7/10,1,3/23/10,1,7/6/09,1,6/24/09,1,12/29/08,2
111111,9595683,4/14/11,1,,,,,,,,
111111,9601750,2/27/08,1,8/1/07,1,3/10/07,1,11/1/05,1,,0
111111,9785792,8/24/11,1,6/9/08,1,8/6/07,1,5/16/07,1,1/15/07,1
111111,10028614,10/21/16,5,6/18/08,2,8/17/07,2,5/26/07,4,3/20/07,1
111111,10041073,1/3/08,1,6/14/07,1,7/1/06,1,4/1/06,2,,0
111111,10041074,5/1/07,1,8/1/06,2,,0,,0,,0
111111,10046089,7/19/14,1,7/16/14,1,5/23/14,2,1/30/14,2,3/20/12,1
111111,10054816,7/28/10,1,7/20/07,1,7/1/06,1,,0,,0
111111,10070107,1/11/13,1,1/8/13,1,10/1/07,1,2/1/06,1,,0
111111,10096163,7/6/12,1,8/31/11,1,8/5/11,1,6/10/11,1,2/28/11,1
111111,12378254,3/5/13,2,1/29/13,1,1/28/13,1,12/10/12,1,8/30/12,4
111111,12378392,5/1/07,2,4/18/07,1,4/17/07,1,3/27/07,2,2/27/07,2
111111,12378470,11/28/09,8,8/11/09,18,11/3/08,5,10/30/08,10,10/24/08,20
111111,12378508,9/2/11,3,8/23/11,2,8/18/11,2,8/13/11,4,8/11/11,3
111111,12378514,10/27/16,2,8/2/16,4,4/14/16,4,2/6/14,3,12/3/13,8
111111,12378521,3/16/16,1,11/30/15,1,9/23/15,1,7/29/15,1,7/7/15,1
111111,12378526,7/27/11,3,7/15/11,3,7/14/11,1,6/15/11,2,6/1/11,1
111111,12378554,9/22/11,1,4/28/10,2,4/14/09,1,1/16/08,1,1/24/07,1
111111,12378560,10/13/16,1,10/11/16,1,9/29/16,2,9/22/16,2,7/26/16,2
111111,12378563,6/9/09,1,3/1/07,1,5/1/06,2,,0,,0
111111,12380318,1/7/16,1,12/1/14,1,7/7/14,1,4/29/11,1,10/18/08,1
111111,12385031,1/14/09,1,3/20/08,1,7/19/07,1,7/1/06,1,4/1/06,3
111111,12385352,11/10/15,1,5/2/13,1,5/24/12,1,1/23/12,1,9/7/11,1
111111,12387540,12/14/07,1,10/13/06,3,2/1/06,1,,0,,0
111111,12387938,6/21/07,1,7/1/06,1,,0,,0,,0
111111,12413045,6/29/16,1,11/25/13,1,1/8/10,1,10/21/09,1,4/6/09,1
111111,12429204,1/6/15,2,12/31/13,1,4/15/13,1,1/17/13,1,1/24/12,1
111111,12514334,4/2/15,1,1/30/14,1,8/8/11,1,4/21/10,1,10/28/08,1
111111,12525810,4/1/13,1,1/19/12,1,7/13/11,1,10/8/10,1,6/2/09,1
111111,12525902,9/12/07,1,5/29/07,1,2/1/06,1,,0,,0
111111,12530681,4/7/16,1,8/3/07,1,5/1/06,1,2/1/06,1,,0
111111,12531704,10/19/15,1,5/23/13,1,11/13/12,1,10/10/11,1,1/19/11,1
111111,12534412,12/10/13,1,4/4/13,1,8/31/12,1,6/9/11,1,7/22/10,1
111111,12537009,10/15/10,1,1/7/10,1,10/13/09,1,3/4/08,1,2/2/07,1
111111,12537425,10/31/14,1,4/15/13,1,12/10/08,1,1/18/07,1,4/1/06,1
111111,12538938,6/21/16,2,6/9/16,1,6/6/16,1,5/19/16,2,5/17/16,1
111111,12540326,10/6/16,1,8/1/16,1,5/25/16,1,3/23/16,1,10/23/15,1
111111,12547466,7/7/16,1,5/10/16,1,12/1/15,1,3/25/15,1,7/19/14,1
111111,12547478,3/6/07,1,7/1/06,1,,0,,0,,0
111111,12547637,7/6/07,1,12/1/05,1,,0,,0,,0
111111,12547638,8/13/16,1,7/8/16,2,6/3/16,1,1/26/16,1,12/17/15,1
111111,12547778,10/26/16,1,10/24/16,1,10/14/16,1,9/13/16,3,8/31/16,1
111111,12549131,9/9/09,1,2/4/09,1,9/11/07,1,4/1/06,1,12/1/05,1
111111,12550027,10/19/15,2,3/8/12,1,4/9/11,5,1/8/10,8,10/20/09,2
111111,12550033,6/4/16,2,10/5/15,1,9/10/15,1,1/15/15,1,11/21/14,1
111111,12551367,5/12/10,1,8/5/09,1,2/18/09,1,9/25/08,1,9/9/08,1
111111,12551507,8/31/12,1,1/12/07,1,3/1/06,1,11/1/05,1,,0
111111,12551591,8/31/09,1,1/13/09,1,3/16/07,1,1/1/06,1,,0
111111,12552889,3/14/08,1,2/21/07,1,5/1/06,1,,0,,0
111111,12553090,1/4/07,1,3/1/06,1,,0,,0,,0
111111,12553175,2/11/11,1,4/23/10,1,1/4/10,1,12/16/09,1,10/2/09,1
111111,12553327,5/18/09,1,1/15/09,1,11/28/08,1,7/10/07,1,2/14/07,1
111111,15168299,9/8/14,1,6/12/07,1,3/1/06,1,,0,,0
111111,15170217,10/5/15,1,4/10/13,1,6/28/11,1,2/10/11,1,11/17/10,1
111111,15170219,10/23/15,1,7/5/12,1,6/28/11,1,2/10/11,1,11/17/10,1
111111,15170459,10/22/15,1,6/10/10,1,10/3/07,1,6/1/06,1,,0
111111,15170551,6/28/08,1,7/24/07,1,7/1/06,1,,0,,0
111111,15170955,8/30/16,1,10/8/15,1,6/15/15,1,5/16/15,1,10/4/14,1
111111,15170981,1/28/08,1,11/13/07,1,5/25/07,1,2/12/07,1,1/10/07,1
111111,15172121,8/7/15,1,9/6/12,1,4/28/11,1,1/5/11,1,8/5/10,1
111111,15172864,10/17/08,1,2/26/08,1,12/6/06,1,12/1/05,1,,0
111111,15173034,8/4/16,1,12/12/12,1,11/22/08,1,5/30/08,1,5/22/08,1
111111,15173051,5/8/15,1,7/21/14,1,2/14/13,1,5/20/11,1,2/12/11,1
111111,15173146,1/6/16,1,7/2/14,1,5/16/11,1,1/25/08,1,11/3/07,1
111111,15173268,5/7/13,1,2/8/11,1,12/16/09,1,6/26/08,1,12/4/07,1
111111,15173407,8/20/13,1,6/28/13,1,11/14/12,1,2/3/12,1,6/29/11,1
111111,15173409,3/23/10,2,2/3/10,1,10/2/09,2,8/15/09,1,5/13/09,1
111111,15173728,3/12/07,1,1/18/07,1,6/1/06,1,,0,,0
111111,15174444,10/10/16,1,6/15/16,1,9/22/14,1,2/22/12,1,11/3/09,1
111111,15175348,10/29/14,1,6/20/13,1,8/18/11,1,11/19/10,1,10/29/10,1
111111,15179498,10/21/16,1,9/3/16,1,1/4/16,1,12/23/15,1,11/24/15,1
111111,15179829,3/4/13,1,1/25/11,1,4/10/08,1,8/16/07,1,12/29/06,1
111111,15179830,8/14/15,1,9/23/13,1,11/18/09,1,8/8/07,1,1/26/07,1
111111,18030062,8/20/15,1,3/4/08,1,5/16/07,1,5/9/07,1,12/4/06,1
111111,18037605,2/28/08,1,12/1/05,1,,0,,0,,0
111111,18037633,4/21/12,1,2/8/11,1,7/7/10,1,11/4/09,1,10/16/09,1
111111,18038490,6/9/16,1,7/26/11,1,3/21/11,1,12/27/10,1,6/30/10,1
111111,18038503,8/11/09,1,3/14/07,1,9/1/06,1,,0,,0
111111,18038521,11/30/07,2,5/1/07,1,4/6/07,1,2/12/07,1,6/1/06,1
111111,18038522,11/30/07,1,11/29/07,1,5/1/07,1,4/6/07,1,2/12/07,1
111111,18038561,3/5/08,1,2/27/08,1,11/27/07,1,11/26/07,1,11/1/07,2
111111,18038567,12/23/11,1,12/11/09,1,10/30/09,1,5/22/09,1,1/24/08,1
111111,18038916,3/14/07,1,12/1/05,1,,0,,0,,0
111111,18039669,3/23/16,1,8/20/15,1,7/31/15,1,3/26/15,1,11/12/14,1
111111,18040101,3/6/08,1,9/1/06,1,,0,,0,,0
111111,18043346,8/2/10,1,7/15/09,1,9/17/07,1,6/1/06,1,4/1/06,1
111111,18044437,5/5/11,1,5/18/10,1,3/3/10,1,1/20/10,1,10/6/09,1
111111,18045380,9/9/09,1,2/7/07,1,4/1/06,2,3/1/06,1,1/1/06,2
111111,18045936,9/29/14,1,1/20/09,1,3/7/08,1,1/15/08,1,9/5/07,1
111111,18045984,1/22/07,1,8/1/06,1,4/1/06,1,12/1/05,1,,0
111111,18048083,1/22/08,1,12/14/07,1,9/4/07,1,8/22/07,1,2/12/07,1
111111,18048101,7/15/09,1,6/22/09,1,4/13/09,1,4/9/08,1,1/23/08,1
111111,18048801,10/26/07,2,6/26/07,2,11/13/06,2,8/1/06,2,5/1/06,2
111111,22626478,4/25/07,1,4/1/06,1,,0,,0,,0
111111,22633723,2/3/07,1,1/1/06,1,,0,,0,,0
111111,22633724,2/3/07,1,11/6/06,1,1/1/06,1,,0,,0
111111,22635841,8/2/10,1,,,,,,,,
111111,22647232,9/25/12,1,1/23/07,1,11/1/05,1,,0,,0
111111,22651554,1/3/07,1,8/1/06,1,,0,,0,,0
111111,22651555,8/1/07,1,1/3/07,1,8/1/06,1,,0,,0
